"participant","trial","position","first_display","display","direction","video","outcome","simulation","attn_check","rating","ball_direction","goalie_direction"
"LAMI056",38,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.78,0,"right","right"
"LAMI056",39,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.757,0.957,"right","left"
"LAMI056",40,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.788,0.954,"right","right"
"LAMI056",41,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.201,0.96,"left","left"
"LAMI056",42,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.181,0.46,"left","right"
"LAMI056",43,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.76,0,"right","left"
"LAMI056",44,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.774,0.457,"right","left"
"LAMI056",45,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.19,0.955,"left","left"
"LAMI056",46,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.159,0.955,"left","right"
"LAMI056",47,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.17,0,"left","left"
"LAMI056",48,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.157,0,"left","right"
"LAMI058",1,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.744,0.887,"right","left"
"LAMI058",2,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.205,0.468,"left","right"
"LAMI058",3,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.746,0.888,"right","right"
"LAMI058",4,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.73,0,"right","right"
"LAMI058",5,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.777,0.938,"right","left"
"LAMI058",6,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.209,0,"left","left"
"LAMI058",7,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.816,0.947,"right","left"
"LAMI058",8,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.222,0,"left","left"
"LAMI058",9,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.14,0,"left","left"
"LAMI058",10,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.149,0.916,"left","left"
"LAMI058",11,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.095,0.943,"left","right"
"LAMI058",12,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.199,0,"left","right"
"LAMI058",13,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.135,0.952,"left","right"
"LAMI058",14,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.788,0.951,"right","left"
"LAMI058",15,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.85,0.953,"right","left"
"LAMI058",16,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.82,0.943,"right","left"
"LAMI058",17,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.801,0.955,"right","right"
"LAMI058",18,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.15,0.943,"left","left"
"LAMI058",19,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.858,0,"right","left"
"LAMI058",20,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.127,0,"left","left"
"LAMI058",21,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.75,0.014,"right","left"
"LAMI058",22,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.749,0.948,"right","right"
"LAMI058",23,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.219,0,"left","left"
"LAMI058",24,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.214,0.944,"left","left"
"LAMI058",25,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.755,0.949,"right","right"
"LAMI058",26,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.714,0.944,"right","left"
"LAMI058",27,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.21,0,"left","left"
"LAMI058",28,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.209,0.953,"left","left"
"LAMI058",29,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.757,0.956,"right","right"
"LAMI058",30,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.766,0.942,"right","left"
"LAMI058",31,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.78,0,"right","left"
"LAMI058",32,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.802,0.95,"right","left"
"LAMI058",33,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.179,0,"left","left"
"LAMI058",34,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.125,0,"left","right"
"LAMI058",35,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.79,0.913,"right","right"
"LAMI058",36,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.732,0.962,"right","left"
"LAMI058",37,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.74,0.952,"right","left"
"LAMI058",38,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.162,0,"left","left"
"LAMI058",39,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.155,0.941,"left","right"
"LAMI058",40,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.767,0.951,"right","left"
"LAMI058",41,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.726,0.961,"right","left"
"LAMI058",42,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.115,0.957,"left","left"
"LAMI058",43,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.113,0,"left","right"
"LAMI058",44,"goalie","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.134,0.947,"left","left"
"LAMI058",45,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.784,0.943,"right","right"
"LAMI058",46,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.183,0.958,"left","left"
"LAMI058",47,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.714,0,"right","right"
"LAMI058",48,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.199,0,"left","right"
"LAMI059",1,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.777,0.96,"right","left"
"LAMI059",2,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.155,0,"left","left"
"LAMI059",3,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.778,0,"right","right"
"LAMI059",4,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.746,0,"right","right"
"LAMI059",5,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.187,0,"left","left"
"LAMI059",6,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.116,0,"left","right"
"LAMI059",7,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.754,0.961,"right","right"
"LAMI059",8,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.217,0.957,"right","left"
"LAMI059",9,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.187,0.953,"left","right"
"LAMI059",10,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.194,0.965,"left","left"
"LAMI059",11,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.813,0.0600000000000001,"right","left"
"LAMI059",12,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.148,0.961,"right","left"
"LAMI059",13,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.754,0.965,"right","left"
"LAMI059",14,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.771,0,"right","left"
"LAMI059",15,"goalie","up","up","right","LAMI_left_score.mp4","score","What if?",0.183,0,"left","right"
"LAMI059",16,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.188,0,"left","left"
"LAMI059",17,"goalie","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.819,0.957,"right","right"
"LAMI059",18,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.753,0.964,"right","left"
"LAMI059",19,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.167,0.951,"left","left"
"LAMI059",20,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.715,0.948,"right","left"
"LAMI059",21,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.804,0.88,"left","left"
"LAMI059",22,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.191,0.961,"left","left"
"LAMI059",23,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.225,0,"left","left"
"LAMI059",24,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.158,0.943,"left","right"
"LAMI059",25,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.771,0.962,"right","left"
"LAMI059",26,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.083,0.942,"left","left"
"LAMI059",27,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.703,0.943,"right","right"
"LAMI059",28,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.135,0,"left","right"
"LAMI059",29,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.73,0.947,"right","left"
"LAMI059",30,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.763,0,"right","right"
"LAMI059",31,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.148,0.948,"left","right"
"LAMI059",32,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.701,0.976,"right","right"
"LAMI059",33,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.753,0,"right","right"
"LAMI059",34,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.167,0.956,"left","right"
"LAMI059",35,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.161,0.955,"left","left"
"LAMI059",36,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.716,0,"right","left"
"LAMI059",37,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.781,0.98,"right","right"
"LAMI059",38,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.185,0.96,"left","left"
"LAMI059",39,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.76,0,"right","left"
"LAMI059",40,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.738,0.939,"right","right"
"LAMI059",41,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.168,0.979,"left","right"
"LAMI059",42,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.823,0.947,"right","right"
"LAMI059",43,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.793,0,"right","right"
"LAMI059",44,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.128,0,"left","right"
"LAMI059",45,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.816,0,"right","right"
"LAMI059",46,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.164,0.952,"left","right"
"LAMI059",47,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Cause",0.207,0.915,"left","right"
"LAMI059",48,"goalie","up","down","right","LAMI_left_score_down.mp4","score","Remember",0.179,0.964,"left","right"
"LAMI060",1,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.737,0,"right","left"
"LAMI060",2,"goalie","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.749,0.949,"right","right"
"LAMI060",3,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.748,0,"right","left"
"LAMI060",4,"goalie","up","up","right","LAMI_left_score.mp4","score","Cause",0.174,0.948,"left","right"
"LAMI060",5,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.176,0,"left","left"
"LAMI060",6,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.743,0.95,"right","left"
"LAMI060",7,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.762,0.952,"right","left"
"LAMI060",8,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.148,0.954,"left","left"
"LAMI060",9,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.722,0,"right","left"
"LAMI060",10,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.165,0,"left","left"
"LAMI060",11,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.122,0.961,"left","left"
"LAMI060",12,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.149,0.949,"left","left"
"LAMI060",13,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.766,0.953,"right","left"
"LAMI060",14,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.178,0.952,"left","left"
"LAMI060",15,"goalie","up","up","left","LAMI_right_score.mp4","score","Cause",0.724,0.961,"right","left"
"LAMI060",16,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.146,0,"left","left"
"LAMI060",17,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.187,0.957,"left","left"
"LAMI060",18,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.154,0,"left","left"
"LAMI060",19,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.779,0.959,"right","left"
"LAMI060",20,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.752,0,"right","left"
"LAMI060",21,"goalie","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.165,0.956,"left","left"
"LAMI060",22,"goalie","up","up","left","LAMI_left_miss.mp4","miss","Cause",0.197,0.955,"left","left"
"LAMI060",23,"goalie","up","up","left","LAMI_right_score.mp4","score","What if?",0.763,0,"right","left"
"LAMI060",24,"goalie","up","up","left","LAMI_right_score.mp4","score","Remember",0.759,0.952,"right","left"
"LAMI060",25,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.196,0.953,"left","left"
"LAMI060",26,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.747,0.951,"right","left"
"LAMI060",27,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.773,0,"right","left"
"LAMI060",28,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.159,0.955,"left","left"
"LAMI060",29,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.187,0.958,"left","left"
"LAMI060",30,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.805,0.96,"right","left"
"LAMI060",31,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.177,0,"left","left"
"LAMI060",32,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.176,0,"left","left"
"LAMI060",33,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.778,0.956,"right","left"
"LAMI060",34,"goalie","up","down","left","LAMI_right_score_down.mp4","score","What if?",0.75,0,"right","left"
"LAMI060",35,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.164,0.957,"left","left"
"LAMI060",36,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.773,0.954,"right","left"
"LAMI060",37,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.141,0.957,"left","left"
"LAMI060",38,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.779,0.951,"right","left"
"LAMI060",39,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.212,0,"left","left"
"LAMI060",40,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.199,0.956,"left","left"
"LAMI060",41,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.789,0.958,"right","left"
"LAMI060",42,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.216,0.959,"left","left"
"LAMI060",43,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Cause",0.802,0.955,"right","left"
"LAMI060",44,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.192,0,"left","right"
"LAMI060",45,"goalie","up","down","left","LAMI_right_score_down.mp4","score","Remember",0.729,0.958,"right","left"
"LAMI060",46,"goalie","up","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.79,0.956,"right","right"
"LAMI060",47,"goalie","up","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.19,0,"left","left"
"LAMI060",48,"goalie","up","down","right","LAMI_left_score_down.mp4","score","What if?",0.146,0,"left","right"
"LAMI061",1,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.774,0,"right","right"
"LAMI061",2,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.188,0.958,"left","left"
"LAMI061",3,"ball","down","down","left","LAMI_left_score_down.mp4","score","Remember",0.744,0.954,"left","right"
"LAMI061",4,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.757,0.96,"right","right"
"LAMI061",5,"ball","down","down","left","LAMI_left_score_down.mp4","score","Cause",0.751,0.934,"left","right"
"LAMI061",6,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.784,0.962,"right","right"
"LAMI061",7,"ball","down","down","left","LAMI_left_score_down.mp4","score","What if?",0.792,0,"left","right"
"LAMI061",8,"ball","down","down","left","LAMI_left_score_down.mp4","score","Remember",0.745,0.964,"left","right"
"LAMI061",9,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.179,0,"left","left"
"LAMI061",10,"ball","down","down","right","LAMI_right_score_down.mp4","score","Cause",0.174,0.949,"right","left"
"LAMI061",11,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.77,0.956,"right","right"
"LAMI061",12,"ball","down","down","left","LAMI_left_score_down.mp4","score","What if?",0.772,0,"left","right"
"LAMI061",13,"ball","down","down","left","LAMI_left_score_down.mp4","score","Cause",0.781,0.947,"left","right"
"LAMI061",14,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.169,0,"left","left"
"LAMI061",15,"ball","down","down","right","LAMI_right_score_down.mp4","score","What if?",0.133,0,"right","left"
"LAMI061",16,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.195,0,"left","left"
"LAMI061",17,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.744,0.936,"right","right"
"LAMI061",18,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.196,0.687,"left","left"
"LAMI061",19,"ball","down","down","right","LAMI_right_score_down.mp4","score","Remember",0.166,0.968,"right","left"
"LAMI061",20,"ball","down","down","right","LAMI_right_score_down.mp4","score","Cause",0.19,0.956,"right","left"
"LAMI061",21,"ball","down","down","left","LAMI_left_score_down.mp4","score","What if?",0.792,0,"left","right"
"LAMI061",22,"ball","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.194,0.954,"left","left"
"LAMI061",23,"ball","down","down","right","LAMI_right_score_down.mp4","score","Remember",0.206,0.953,"right","left"
"LAMI061",24,"ball","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.774,0.859,"right","right"
"LAMI061",25,"ball","down","up","left","LAMI_left_score.mp4","score","What if?",0.783,0,"left","right"
"LAMI061",26,"ball","down","up","left","LAMI_left_score.mp4","score","Remember",0.702,0.96,"left","right"
"LAMI061",27,"ball","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.755,0,"right","right"
"LAMI061",28,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.169,0.95,"left","left"
"LAMI061",29,"ball","down","up","right","LAMI_right_score.mp4","score","What if?",0.178,0,"right","left"
"LAMI061",30,"ball","down","up","right","LAMI_right_score.mp4","score","Cause",0.22,0.914,"right","left"
"LAMI061",31,"ball","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.158,0.915,"left","left"
"LAMI061",32,"ball","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.781,0.668,"right","right"
"LAMI061",33,"ball","down","up","right","LAMI_right_score.mp4","score","Remember",0.197,0.959,"right","left"
"LAMI061",34,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.175,0.957,"left","left"
"LAMI061",35,"ball","down","up","right","LAMI_right_score.mp4","score","Cause",0.16,0.912,"right","left"
"LAMI061",36,"ball","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.216,0,"left","left"
"LAMI061",37,"ball","down","up","right","LAMI_right_score.mp4","score","What if?",0.166,0,"right","left"
"LAMI061",38,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.148,0.956,"left","left"
"LAMI061",39,"ball","down","up","left","LAMI_left_score.mp4","score","Cause",0.746,0.858,"left","right"
"LAMI061",40,"ball","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.126,0,"left","left"
"LAMI061",41,"ball","down","up","right","LAMI_right_score.mp4","score","Remember",0.17,0.968,"right","left"
"LAMI061",42,"ball","down","up","left","LAMI_left_miss.mp4","miss","What if?",0.172,0.956,"left","left"
"LAMI061",43,"ball","down","up","right","LAMI_right_score.mp4","score","Remember",0.179,0.947,"right","left"
"LAMI061",44,"ball","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.804,0.848,"right","right"
"LAMI061",45,"ball","down","up","left","LAMI_left_score.mp4","score","Cause",0.786,0.864,"left","right"
"LAMI061",46,"ball","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.163,0.777,"left","left"
"LAMI061",47,"ball","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.18,0,"left","left"
"LAMI061",48,"ball","down","up","right","LAMI_right_score.mp4","score","What if?",0.192,0,"right","left"
"LAMI062",1,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.752,0.459,"right","right"
"LAMI062",2,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.142,0.889,"left","left"
"LAMI062",3,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.137,0,"left","left"
"LAMI062",4,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.161,0.01,"left","right"
"LAMI062",5,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.179,0.909,"left","right"
"LAMI062",6,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Cause",0.736,0.921,"right","left"
"LAMI062",7,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.757,0.943,"right","right"
"LAMI062",8,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.751,0.95,"right","left"
"LAMI062",9,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.198,0,"left","right"
"LAMI062",10,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.177,0.894,"left","right"
"LAMI062",11,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.746,0,"right","right"
"LAMI062",12,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.768,0.939,"right","right"
"LAMI062",13,"goalie","down","down","left","LAMI_right_score_down.mp4","score","What if?",0.793,0.029,"right","left"
"LAMI062",14,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Remember",0.174,0.953,"left","right"
"LAMI062",15,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","What if?",0.723,0.947,"right","right"
"LAMI062",16,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Remember",0.182,0,"left","left"
"LAMI062",17,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Remember",0.764,0,"right","right"
"LAMI062",18,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","Cause",0.186,0.943,"left","left"
"LAMI062",19,"goalie","down","down","right","LAMI_left_score_down.mp4","score","What if?",0.128,0,"left","right"
"LAMI062",20,"goalie","down","down","right","LAMI_right_miss_down.mp4","miss","Cause",0.824,0.939,"right","right"
"LAMI062",21,"goalie","down","down","left","LAMI_right_score_down.mp4","score","Remember",0.174,0.957,"right","left"
"LAMI062",22,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.138,0.924,"left","right"
"LAMI062",23,"goalie","down","down","right","LAMI_left_score_down.mp4","score","Cause",0.19,0.952,"left","right"
"LAMI062",24,"goalie","down","down","left","LAMI_left_miss_down.mp4","miss","What if?",0.148,0.961,"left","left"
"LAMI062",25,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.828,0.039,"right","left"
"LAMI062",26,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.713,0.948,"right","left"
"LAMI062",27,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.78,0.926,"right","right"
"LAMI062",28,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.733,0.03,"right","left"
"LAMI062",29,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.178,0.953,"left","right"
"LAMI062",30,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.172,0.928,"left","right"
"LAMI062",31,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.771,0,"right","right"
"LAMI062",32,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.106,0.00700000000000001,"left","left"
"LAMI062",33,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.736,0.971,"right","right"
"LAMI062",34,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.195,0.948,"left","left"
"LAMI062",35,"goalie","down","up","left","LAMI_right_score.mp4","score","Cause",0.779,0.895,"right","left"
"LAMI062",36,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.82,0.85,"right","right"
"LAMI062",37,"goalie","down","up","right","LAMI_left_score.mp4","score","What if?",0.151,0,"left","right"
"LAMI062",38,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.188,0.937,"left","right"
"LAMI062",39,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Cause",0.778,0.958,"right","right"
"LAMI062",40,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Cause",0.193,0.942,"left","left"
"LAMI062",41,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.797,0.935,"right","right"
"LAMI062",42,"goalie","down","up","left","LAMI_right_score.mp4","score","Remember",0.802,1,"right","left"
"LAMI062",43,"goalie","down","up","right","LAMI_left_score.mp4","score","Cause",0.192,0.943,"left","right"
"LAMI062",44,"goalie","down","up","right","LAMI_right_miss.mp4","miss","What if?",0.779,0.931,"right","right"
"LAMI062",45,"goalie","down","up","left","LAMI_left_miss.mp4","miss","Remember",0.124,0.00700000000000001,"left","left"
"LAMI062",46,"goalie","down","up","right","LAMI_left_score.mp4","score","Remember",0.131,0.987,"left","right"
"LAMI062",47,"goalie","down","up","right","LAMI_right_miss.mp4","miss","Remember",0.791,0.017,"right","right"
"LAMI062",48,"goalie","down","up","left","LAMI_right_score.mp4","score","What if?",0.805,0.021,"right","left"
"LAMI063",1,"ball","up","up","left","LAMI_left_score.mp4","score","Remember",0.803,0.463,"left","right"
"LAMI063",2,"ball","up","up","right","LAMI_right_miss.mp4","miss","Remember",0.758,0,"right","right"
"LAMI063",3,"ball","up","up","right","LAMI_right_miss.mp4","miss","What if?",0.745,0.952,"right","right"
"LAMI063",4,"ball","up","up","left","LAMI_left_miss.mp4","miss","Remember",0.202,0,"left","left"
"LAMI063",5,"ball","up","up","right","LAMI_right_miss.mp4","miss","Cause",0.721,0.956,"right","right"
"LAMI063",6,"ball","up","up","left","LAMI_left_miss.mp4","miss","What if?",0.189,0.958,"left","left"
