"id","condition","block","display","loop","outcome","imagination","lr","vividness","rating","confidence","duration","gender","age","race","hispanic","education","display","feedback","CheckQ1","CheckQ1Again","CheckQ2","CheckQ2Again","CheckQ3","CheckQ3Again"
"R_2fyb8ognHNZJsro","ball",3,"down",4,"M","Remember","right","1","0","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",3,"down",5,"M","What If?","right","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",3,"down",6,"M","Cause","left","1","0.933","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",3,"down",7,"S","Remember","right","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",3,"down",8,"S","What If?","right","1","0","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",3,"down",9,"S","Cause","right","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",3,"down",10,"M","Remember","left","1","0.177","0.707","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",3,"down",11,"M","What If?","left","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",3,"down",12,"M","Cause","right","0.846","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",1,"S","Remember","right","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",2,"S","What If?","right","1","0","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",3,"S","Cause","right","0.752","0.814","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",4,"M","Remember","left","1","0","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",5,"M","What If?","right","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",6,"M","Cause","right","0.969","0.569","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",7,"S","Remember","right","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",8,"S","What If?","right","1","0","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",9,"S","Cause","right","1","0.825","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",10,"M","Remember","right","1","0","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",11,"M","What If?","right","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_2fyb8ognHNZJsro","ball",4,"down",12,"M","Cause","left","1","1","1","1340","Male","29","White/Caucasian","No","4 year degree","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",1,"S","Remember","left","0.5","0.725","0.841","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",2,"S","What If?","left","0.746","0.7","0.534","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",3,"S","Cause","right","0.737","0.868","0.863","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",4,"M","Remember","right","0.785","0.828","0.841","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",5,"M","What If?","right","0.749","0.965","0.863","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",6,"M","Cause","right","0.654","0.828","0.848","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",7,"S","Remember","left","0.715","0.613","1","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",8,"S","What If?","left","0.497","0.942","0.935","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",9,"S","Cause","right","0.494","1","1","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",10,"M","Remember","right","0.759","0.638","0.769","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",11,"M","What If?","right","0.528","0.699","0.837","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",1,"up",12,"M","Cause","right","0.556","0.539","0.61","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",1,"S","Remember","right","0.854","0.813","0.799","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",2,"S","What If?","right","0.576","0.831","1","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",3,"S","Cause","right","0.631","1","1","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",4,"M","Remember","right","0.634","0.828","0.848","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",5,"M","What If?","right","0.735","0.751","0.842","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",6,"M","Cause","left","0.721","0.734","0.861","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",7,"S","Remember","right","0.703","0.654","0.797","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",8,"S","What If?","left","0.621","0.686","1","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",9,"S","Cause","right","0.744","0.642","1","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",10,"M","Remember","right","0.724","0.81","0.908","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",11,"M","What If?","right","0.546","0.755","0.538","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",2,"up",12,"M","Cause","right","0.807","0.7","0.787","2051","Female","38","White/Caucasian","No","Doctorate","up","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",3,"down",1,"S","Remember","right","0.759","0.859","0.856","2051","Female","38","White/Caucasian","No","Doctorate","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",3,"down",2,"S","What If?","right","0.754","0.741","0.83","2051","Female","38","White/Caucasian","No","Doctorate","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",3,"down",3,"S","Cause","left","0.537","0.707","0.801","2051","Female","38","White/Caucasian","No","Doctorate","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",3,"down",4,"M","Remember","left","0.542","0.738","0.863","2051","Female","38","White/Caucasian","No","Doctorate","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",3,"down",5,"M","What If?","right","0.78","0.885","0.893","2051","Female","38","White/Caucasian","No","Doctorate","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",3,"down",6,"M","Cause","left","0.814","0.838","0.866","2051","Female","38","White/Caucasian","No","Doctorate","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",3,"down",7,"S","Remember","right","1","0.769","0.82","2051","Female","38","White/Caucasian","No","Doctorate","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
"R_1jPuclZPY3ZLI1I","ball",3,"down",8,"S","What If?","right","0.8","0.785","0.818","2051","Female","38","White/Caucasian","No","Doctorate","down","","Think about/visualize how ${e://Field/Condition} just moved.","","Think about/visualize what would have happened if ${e://Field/Condition} had moved in the other direction.","","Think about/visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.",""
