Session_Name_	position	BlockCount	Trial_Index_	trialcount	display	LorRdirection	Video	outcome	simulation	TrialAttnCheckXLocation	RatingLXlocation	feedbackpoint
LAMI052	YB_up	1	1	1	up	3	LAMI_right_miss.mp4	miss	Cause	1276	1505	"(1505, 690)"
LAMI052	YB_up	1	2	2	up	1	LAMI_left_score.mp4	score	Remember	16	1498	"(1498, 690)"
LAMI052	YB_up	1	3	3	up	3	LAMI_right_miss.mp4	miss	"What if?"	1269	1463	"(1463, 690)"
LAMI052	YB_up	1	4	4	up	1	LAMI_left_score.mp4	score	"What if?"	1288	476	"(476, 690)"
LAMI052	YB_up	1	5	5	up	1	LAMI_left_miss.mp4	miss	Remember	649	518	"(518, 690)"
LAMI052	YB_up	1	6	6	up	3	LAMI_right_score.mp4	score	Cause	695	1452	"(1452, 690)"
LAMI052	YB_up	1	7	7	up	1	LAMI_left_miss.mp4	miss	Cause	699	1434	"(1434, 690)"
LAMI052	YB_up	1	8	8	up	3	LAMI_right_score.mp4	score	Remember	645	1486	"(1486, 690)"
LAMI052	YB_up	1	9	9	up	3	LAMI_right_miss.mp4	miss	"What if?"	1262	1523	"(1523, 690)"
LAMI052	YB_up	1	10	10	up	1	LAMI_left_score.mp4	score	Cause	1241	1437	"(1437, 690)"
LAMI052	YB_up	1	11	11	up	3	LAMI_right_score.mp4	score	"What if?"	659	431	"(431, 690)"
LAMI052	YB_up	1	12	12	up	1	LAMI_left_miss.mp4	miss	Remember	713	460	"(460, 690)"
LAMI052	YB_up	1	13	13	up	1	LAMI_left_score.mp4	score	"What if?"	1293	493	"(493, 690)"
LAMI052	YB_up	1	14	14	up	3	LAMI_right_miss.mp4	miss	Cause	1253	1444	"(1444, 690)"
LAMI052	YB_up	1	15	15	up	1	LAMI_left_score.mp4	score	Remember	1290	1485	"(1485, 690)"
LAMI052	YB_up	1	16	16	up	1	LAMI_left_score.mp4	score	Cause	1243	1489	"(1489, 690)"
LAMI052	YB_up	1	17	17	up	1	LAMI_left_miss.mp4	miss	Remember	704	492	"(492, 690)"
