Session_Name_	position	BlockCount	Trial_Index_	trialcount	display	LorRdirection	Video	outcome	simulation	TrialAttnCheckXLocation	RatingLXlocation	feedbackpoint
LAMI013	YB_up	1	1	1	up	3	LAMI_right_score.mp4	score	Cause	391	1217	"(1217, 690)"
LAMI013	YB_up	1	2	2	up	1	LAMI_left_miss.mp4	miss	Cause	1045	965	"(965, 690)"
LAMI013	YB_up	1	3	3	up	3	LAMI_right_score.mp4	score	Cause	857	1057	"(1057, 690)"
LAMI013	YB_up	1	4	4	up	3	LAMI_right_score.mp4	score	Remember	1045	1440	"(1440, 690)"
LAMI013	YB_up	1	5	5	up	3	LAMI_right_score.mp4	score	"What if?"	1044	575	"(575, 690)"
LAMI013	YB_up	1	6	6	up	3	LAMI_right_miss.mp4	miss	"What if?"	1278	961	"(961, 690)"
LAMI013	YB_up	1	7	7	up	1	LAMI_left_miss.mp4	miss	Cause	886	1050	"(1050, 690)"
LAMI013	YB_up	1	8	8	up	3	LAMI_right_miss.mp4	miss	"What if?"	1229	594	"(594, 690)"
LAMI013	YB_up	1	9	9	up	3	LAMI_right_score.mp4	score	"What if?"	697	478	"(478, 690)"
LAMI013	YB_up	1	10	10	up	1	LAMI_left_miss.mp4	miss	Remember	713	461	"(461, 690)"
LAMI013	YB_up	1	11	11	up	3	LAMI_right_miss.mp4	miss	Remember	1252	468	"(468, 690)"
LAMI013	YB_up	1	12	12	up	3	LAMI_right_score.mp4	score	Remember	663	1458	"(1458, 690)"
LAMI013	YB_up	1	13	13	up	3	LAMI_right_miss.mp4	miss	Remember	1239	487	"(487, 690)"
LAMI013	YB_up	1	14	14	up	3	LAMI_right_score.mp4	score	Cause	710	1298	"(1298, 690)"
LAMI013	YB_up	1	15	15	up	3	LAMI_right_score.mp4	score	Remember	981	1445	"(1445, 690)"
LAMI013	YB_up	1	16	16	up	3	LAMI_right_score.mp4	score	Cause	702	1460	"(1460, 690)"
