Session_Name_	position	BlockCount	Trial_Index_	trialcount	display	LorRdirection	Video	outcome	simulation	TrialAttnCheckXLocation	RatingLXlocation	feedbackpoint
LAMI049	TG_down	1	1	1	down	1	LAMI_left_miss_down.mp4	miss	Remember	694	502	"(502, 690)"
LAMI049	TG_down	1	2	2	down	1	LAMI_right_score_down.mp4	score	"What if?"	1296	488	"(488, 690)"
LAMI049	TG_down	1	3	3	down	3	LAMI_right_miss_down.mp4	miss	"What if?"	1214	1431	"(1431, 690)"
LAMI049	TG_down	1	4	4	down	1	LAMI_right_score_down.mp4	score	"What if?"	1254	476	"(476, 690)"
LAMI049	TG_down	1	5	5	down	3	LAMI_right_miss_down.mp4	miss	"What if?"	1286	1431	"(1431, 690)"
LAMI049	TG_down	1	6	6	down	1	LAMI_right_score_down.mp4	score	Remember	1278	1422	"(1422, 690)"
LAMI049	TG_down	1	7	7	down	3	LAMI_left_score_down.mp4	score	Remember	656	1416	"(1416, 690)"
LAMI049	TG_down	1	8	8	down	3	LAMI_right_miss_down.mp4	miss	Remember	1303	482	"(482, 690)"
LAMI049	TG_down	1	9	9	down	3	LAMI_left_score_down.mp4	score	Cause	620	1437	"(1437, 690)"
LAMI049	TG_down	1	10	10	down	1	LAMI_right_score_down.mp4	score	Cause	1226	1423	"(1423, 690)"
LAMI049	TG_down	1	11	11	down	1	LAMI_left_miss_down.mp4	miss	Cause	669	1438	"(1438, 690)"
LAMI049	TG_down	1	12	12	down	3	LAMI_right_miss_down.mp4	miss	Cause	1248	1426	"(1426, 690)"
LAMI049	TG_down	1	13	13	down	1	LAMI_right_score_down.mp4	score	Cause	1263	1429	"(1429, 690)"
LAMI049	TG_down	1	14	14	down	1	LAMI_left_miss_down.mp4	miss	Remember	706	501	"(501, 690)"
LAMI049	TG_down	1	15	15	down	3	LAMI_right_miss_down.mp4	miss	Remember	1223	497	"(497, 690)"
LAMI049	TG_down	1	16	16	down	3	LAMI_left_score_down.mp4	score	Cause	653	1404	"(1404, 690)"
LAMI049	TG_down	1	17	17	down	1	LAMI_left_miss_down.mp4	miss	Cause	638	1424	"(1424, 690)"
LAMI049	TG_down	1	18	18	down	3	LAMI_left_score_down.mp4	score	Remember	656	1435	"(1435, 690)"
LAMI049	TG_down	1	19	19	down	3	LAMI_right_miss_down.mp4	miss	"What if?"	1296	1435	"(1435, 690)"
LAMI049	TG_down	1	20	20	down	3	LAMI_left_score_down.mp4	score	"What if?"	640	525	"(525, 690)"
LAMI049	TG_down	1	21	21	down	1	LAMI_right_score_down.mp4	score	Remember	1231	1425	"(1425, 690)"
LAMI049	TG_down	1	22	22	down	1	LAMI_left_miss_down.mp4	miss	Cause	624	1419	"(1419, 690)"
LAMI049	TG_down	1	23	23	down	1	LAMI_left_miss_down.mp4	miss	"What if?"	725	1422	"(1422, 690)"
LAMI049	TG_down	1	24	24	down	3	LAMI_left_score_down.mp4	score	"What if?"	680	478	"(478, 690)"
LAMI049	TG_down	1	25	25	up	3	LAMI_right_miss.mp4	miss	Remember	1222	494	"(494, 690)"
LAMI049	TG_down	1	26	26	up	3	LAMI_right_miss.mp4	miss	"What if?"	1272	1400	"(1400, 690)"
LAMI049	TG_down	1	27	27	up	1	LAMI_right_score.mp4	score	"What if?"	1266	502	"(502, 690)"
LAMI049	TG_down	1	28	28	up	1	LAMI_left_miss.mp4	miss	Remember	659	508	"(508, 690)"
LAMI049	TG_down	1	29	29	up	1	LAMI_right_score.mp4	score	Cause	1307	1408	"(1408, 690)"
LAMI049	TG_down	1	30	30	up	1	LAMI_right_score.mp4	score	Remember	1292	1401	"(1401, 690)"
