Session_Name_	position	BlockCount	Trial_Index_	trialcount	display	LorRdirection	Video	outcome	simulation	TrialAttnCheckXLocation	RatingLXlocation	feedbackpoint
LAMI048	TG_up	1	1	1	up	1	LAMI_right_score.mp4	score	"What if?"	1293	1467	"(1467, 690)"
LAMI048	TG_up	1	2	2	up	1	LAMI_left_miss.mp4	miss	Remember	683	468	"(468, 690)"
LAMI048	TG_up	1	3	3	up	3	LAMI_left_score.mp4	score	"What if?"	620	457	"(457, 690)"
LAMI048	TG_up	1	4	4	up	3	LAMI_left_score.mp4	score	Cause	659	1437	"(1437, 690)"
LAMI048	TG_up	1	5	5	up	3	LAMI_left_score.mp4	score	Remember	665	1493	"(1493, 690)"
LAMI048	TG_up	1	6	6	up	1	LAMI_right_score.mp4	score	Cause	1223	1460	"(1460, 690)"
LAMI048	TG_up	1	7	7	up	1	LAMI_left_miss.mp4	miss	"What if?"	698	1472	"(1472, 690)"
LAMI048	TG_up	1	8	8	up	3	LAMI_left_score.mp4	score	Remember	679	1414	"(1414, 690)"
LAMI048	TG_up	1	9	9	up	3	LAMI_right_miss.mp4	miss	"What if?"	1218	1483	"(1483, 690)"
LAMI048	TG_up	1	10	10	up	3	LAMI_right_miss.mp4	miss	Cause	1235	1451	"(1451, 690)"
LAMI048	TG_up	1	11	11	up	1	LAMI_left_miss.mp4	miss	Remember	696	451	"(451, 690)"
LAMI048	TG_up	1	12	12	up	3	LAMI_right_miss.mp4	miss	Cause	1231	1486	"(1486, 690)"
LAMI048	TG_up	1	13	13	up	1	LAMI_left_miss.mp4	miss	Remember	707	434	"(434, 690)"
LAMI048	TG_up	1	14	14	up	3	LAMI_right_miss.mp4	miss	"What if?"	1250	1457	"(1457, 690)"
LAMI048	TG_up	1	15	15	up	3	LAMI_left_score.mp4	score	Remember	697	1456	"(1456, 690)"
LAMI048	TG_up	1	16	16	up	1	LAMI_right_score.mp4	score	"What if?"	1292	480	"(480, 690)"
LAMI048	TG_up	1	17	17	up	1	LAMI_right_score.mp4	score	Remember	1312	1515	"(1515, 690)"
LAMI048	TG_up	1	18	18	up	1	LAMI_left_miss.mp4	miss	Cause	718	1444	"(1444, 690)"
LAMI048	TG_up	1	19	19	up	3	LAMI_right_miss.mp4	miss	Remember	1252	496	"(496, 690)"
LAMI048	TG_up	1	20	20	up	1	LAMI_right_score.mp4	score	Cause	1285	1506	"(1506, 690)"
LAMI048	TG_up	1	21	21	up	3	LAMI_right_miss.mp4	miss	Cause	1293	1463	"(1463, 690)"
LAMI048	TG_up	1	22	22	up	1	LAMI_right_score.mp4	score	"What if?"	1236	497	"(497, 690)"
LAMI048	TG_up	1	23	23	up	1	LAMI_right_score.mp4	score	Cause	1252	1472	"(1472, 690)"
LAMI048	TG_up	1	24	24	up	1	LAMI_left_miss.mp4	miss	"What if?"	644	1464	"(1464, 690)"
LAMI048	TG_up	1	25	25	down	1	LAMI_left_miss_down.mp4	miss	Cause	719	1428	"(1428, 690)"
LAMI048	TG_up	1	26	26	down	3	LAMI_left_score_down.mp4	score	Cause	645	1437	"(1437, 690)"
LAMI048	TG_up	1	27	27	down	1	LAMI_left_miss_down.mp4	miss	Remember	642	432	"(432, 690)"
LAMI048	TG_up	1	28	28	down	3	LAMI_right_miss_down.mp4	miss	"What if?"	1287	1442	"(1442, 690)"
LAMI048	TG_up	1	29	29	down	1	LAMI_right_score_down.mp4	score	Remember	1274	1438	"(1438, 690)"
LAMI048	TG_up	1	30	30	down	1	LAMI_left_miss_down.mp4	miss	Remember	723	484	"(484, 690)"
